id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine
2018090600:776:1,3,1,2,1,1,234.8422,163.61554999999998,29.95,15.29,1,3,1,1,0,0,2,3,3,left,2,6,1,4,-0.25,-1,-2,0.0188775510204081,0.0182514158576051,0.0208333333333333,0.0212790697674418,2.854251933877923,0.0340654277638346,0.0305594425468728,7.978709107647603,7.975552445962502
2018090600:839:1,3,0,1,3,1,195.11485,170.9243,29.300000000000004,13.18,1,3,1,1,0,0,2,3,3,left,3,5,2,3,-0.990000000000002,-1,-2,0.0,0.0208333333333333,0.0195365646258503,0.0212790697674418,2.6210433507699022,0.0410014921980566,0.029252715968414,7.969248880851458,7.982448370418951
2018090900:444:1,2,0,2,3,2,232.08925000000016,187.5190000000003,33.72,11.88000000000001,1,3,1,1,0,0,2,4,3,right,5,4,1,4,0.9200000000000016,-4,0,0.0,0.0176935840707964,0.0196849563597136,0.0199124778237729,3.56230568635711,0.0387781855471547,0.0373295506055385,8.978456563584913,8.973336035281758
2018090900:466:1,4,1,2,3,1,232.93150000000009,229.0455000000001,28.12,15.400000000000006,1,3,1,1,0,0,2,6,3,left,6,5,3,2,-2.7099999999999973,-3,-3,0.01875,0.0170800519607047,0.0201836788942052,0.0205617977528089,2.94264676669046,0.0472241839339033,0.0305616133039068,10.97424135421787,10.982536220969196
2018090900:600:1,2,0,1,5,1,194.87815000000023,136.8631000000002,26.39,9.920000000000002,1,3,1,1,0,0,2,4,3,right,4,5,1,4,-1.2499999999999964,-3,-1,0.0,0.0166371681415929,0.0196733333663899,0.0192631578947368,4.880789635774719,0.046182704423251,0.0511459991772799,8.969211530384499,8.95616057213376
2018090900:622:1,2,0,2,4,1,211.52039999999997,153.9524,26.29,12.299999999999995,1,3,1,1,0,0,2,4,3,right,4,5,2,3,-2.0699999999999967,-2,-2,0.0,0.0185458567980691,0.0194780303443511,0.0192631578947368,4.339003484193816,0.0425490874639042,0.0454685993852645,8.971633941690731,8.967522429010526
2018090900:1260:1,2,0,1,5,0,204.8707499999999,176.6664,24.169999999999995,12.32,1,3,1,1,0,0,2,3,3,right,3,5,3,2,-1.4599999999999935,0,-3,0.0,0.0166371681415929,0.018852277397151,0.0,3.198118034895147,0.0390490101686063,0.0339623154148157,8.970713242373545,8.977358456390123
2018090900:1338:1,4,0,2,4,0,204.7307,159.12964999999994,22.92,11.759999999999998,1,3,1,1,0,0,2,4,4,left,5,5,3,2,-2.41,-2,-3,0.0,0.0185458567980691,0.0198520722452197,0.0,3.5505639583823645,0.0488446530002583,0.0377051039828215,9.960924277599794,9.968579080014315
2018090900:1551:1,2,0,1,4,2,215.6579,204.92389999999975,33.34,11.08999999999999,1,2,2,1,0,0,3,4,2,left,4,5,3,2,0.9899999999999948,-1,-3,0.0,0.0166371681415929,0.0185131243534625,0.0199124778237729,3.3036654094520004,0.0417327628619215,0.0341590219588833,8.967541184440728,8.975600698600797
2018090900:1594:1,1,0,2,4,2,162.30464999999973,143.17515000000003,36.46,7.089999999999989,1,3,1,1,0,0,2,4,3,left,4,5,2,3,1.5500000000000045,-2,-2,0.0,0.0185458567980691,0.0182603451337911,0.0199124778237729,5.524701737696799,0.0554512763497534,0.0558756180803721,8.963032482433498,8.965077738699767
2018090900:1847:1,2,1,2,4,0,223.6118,187.32254999999992,23.17,15.86,1,2,2,1,0,0,3,4,2,right,4,5,3,2,-1.8200000000000005,-1,-3,0.0204545454545454,0.0169634438838805,0.0195630937505961,0.0,3.635440580965828,0.0402483232101347,0.0373686990701333,8.977639820438814,8.978646457674209
2018090900:1869:1,2,0,5,2,2,212.22139999999996,209.98835,33.19,12.66,1,3,1,1,0,0,2,6,3,left,6,5,3,2,0.9500000000000028,-3,-3,0.0,0.0172444745906381,0.0197916666666666,0.0199124778237729,4.366908926138046,0.0518326615506259,0.042859520540068,10.971727639154205,10.976189155255518
2018090900:2037:1,2,0,3,4,0,192.0285,187.76910000000004,21.82,12.560000000000002,1,3,1,1,0,0,2,4,3,right,5,4,3,2,-1.8500000000000012,-2,-2,0.0,0.0193083489764905,0.0190854864847019,0.0,3.5575608553271003,0.0468680430248635,0.0372798293222899,8.968754637983425,8.973371550484078
2018090900:2572:1,2,0,1,4,1,219.69045,164.78694999999993,26.75,12.61,1,3,1,1,0,0,2,3,3,right,3,5,2,3,0.2300000000000004,-1,-2,0.0,0.0166371681415929,0.0198252591706539,0.0205617977528089,3.42866956394302,0.0364148737462188,0.036410650236563,7.968136985472059,7.963589349763437
2018090900:3680:1,2,0,2,4,1,217.7660500000001,149.0661000000003,26.55,12.66000000000001,1,3,1,1,0,0,2,4,3,right,4,5,2,3,-1.129999999999999,-2,-2,0.0,0.0187222048230504,0.0193587126780776,0.0222222222222222,4.380606992468433,0.0413287562501133,0.0469590336099219,8.972447495833258,8.959749399762924
2018090900:3702:1,2,0,2,4,1,260.6469000000001,195.1285500000001,31.22,13.769999999999996,1,3,1,1,0,0,2,4,3,right,4,5,2,3,1.359999999999996,-2,-2,0.0,0.0187222048230504,0.0197738187954309,0.0205617977528089,3.346511825153211,0.0345294726313644,0.0358737867933728,8.97698035157909,8.969251039891395
2018090900:3829:1,0,0,5,4,1,161.06505000000016,161.06505000000016,29.88,9.690000000000005,1,3,1,1,0,0,2,5,3,right,4,6,3,2,-1.0899999999999963,-1,-4,0.0,0.0176143814469272,0.0189730144798794,0.0222222222222222,6.239714947469976,0.0620867158952236,0.0620867158952236,9.962747970462866,9.962747970462866
2018090901:248:1,1,0,2,4,1,231.26795000000004,227.5264500000002,28.79,13.96,1,3,1,1,0,0,1,4,3,right,3,5,2,3,-0.879999999999999,-1,-2,0.0,0.0187807629204265,0.0188106565825691,0.0204545454545454,3.001848796041073,0.034591909514483,0.0307656538393667,7.9740560678641375,7.978024532971881
2018090901:854:1,2,0,3,3,1,258.77455000000003,252.9087999999998,27.4,13.060000000000002,1,3,1,1,0,0,2,3,4,right,5,4,3,2,-4.879999999999999,-2,-2,0.0,0.0193369505828677,0.0198135973757091,0.0205617977528089,2.574050408684872,0.0347793088617099,0.0276779613837083,8.972949426440893,8.980230027583065
2018090901:865:1,2,0,3,2,2,218.27859999999995,179.29319999999993,33.14,12.36,1,3,1,1,0,0,2,4,3,right,3,6,3,2,0.5100000000000051,0,-4,0.0,0.0187496821764556,0.0178216660576569,0.0205081716036772,3.703431028059069,0.0412317103005058,0.0390421945729118,8.977093494277497,8.977690174529764
2018090901:1306:1,1,0,2,5,1,250.9741500000001,198.49290000000013,30.28,14.410000000000004,1,2,2,1,0,0,2,4,3,right,5,4,3,2,-2.25,-2,-2,0.0,0.0187807629204265,0.0189218116485079,0.0205617977528089,3.919535660973261,0.0358602668840595,0.040303708596126,8.980077629508855,8.979848145701936
2018090901:1330:1,3,0,1,4,1,228.47789999999992,202.84010000000023,29.270000000000003,14.699999999999989,1,3,1,1,0,0,2,4,3,right,4,5,3,2,-4.550000000000004,-1,-3,0.0,0.0166666666666666,0.0202803156666608,0.0205617977528089,2.7509353426664616,0.0393911183532411,0.0295799499211447,8.964985672574898,8.97535004173238
2018090901:1452:1,2,0,2,4,1,136.1712500000001,133.5532500000001,26.79,7.72999999999999,1,3,1,1,0,0,2,3,4,right,3,6,2,3,-1.2900000000000027,-1,-3,0.0,0.0191756176154672,0.0196443507543801,0.0205617977528089,4.934361387686181,0.0660932465553484,0.0524135504003084,8.955937835629769,8.962561749714066
2018090901:1563:1,2,0,2,4,1,221.02875000000017,216.21325000000004,30.0,12.440000000000005,1,3,1,1,0,0,1,4,4,right,5,4,3,2,-1.900000000000002,-2,-2,0.0,0.0183876811594202,0.0194673160032576,0.0205617977528089,3.0849173212095,0.0407186847864813,0.0323754441506244,8.972854210142346,8.976874682749553
2018090901:2757:1,2,0,2,3,2,260.65275,224.2639499999997,34.86,13.590000000000003,1,2,2,1,0,0,1,4,4,right,4,5,2,3,0.7700000000000031,-2,-2,0.0,0.0183876811594202,0.019138239519495,0.0205081716036772,2.974173958855183,0.0345286976638458,0.0312132199580004,8.976980868224103,8.977704842887142
2018090901:2800:1,1,0,2,4,2,227.3615000000001,186.6369000000002,31.130000000000003,13.439999999999998,1,3,1,1,0,0,2,3,4,left,5,4,3,2,1.7899999999999991,-2,-2,0.0,0.0197911899313501,0.0183085976724081,0.0205081716036772,4.141731886888387,0.039584538279348,0.0428639781307983,8.973610307813768,8.97321001366825
2018090901:2841:1,2,1,2,3,1,227.96654999999996,196.63410000000005,28.65,15.82,1,3,1,1,0,0,1,4,4,left,4,5,2,3,-1.1999999999999955,-2,-2,0.0201086956521739,0.0170597484276729,0.0201745620408715,0.0204545454545454,3.3920871303603994,0.0394794762652678,0.0355991153111286,8.982453566104326,8.97965764839364
2018090901:3267:1,2,0,2,4,1,200.0683,173.40589999999978,28.56,12.29,1,3,1,1,0,0,1,4,4,left,5,4,3,2,5.470000000000002,-2,-2,0.0,0.0183876811594202,0.0194941290778234,0.0204545454545454,3.846466585046996,0.0449846377462096,0.0403677152853507,8.965011948419615,8.965399101183985
2018090901:3482:1,2,0,2,4,1,224.06655000000003,183.0717999999999,28.28,14.22,1,3,1,1,0,0,1,4,4,right,5,4,3,2,-2.0500000000000007,-2,-2,0.0,0.0183876811594202,0.01964779728668,0.0205617977528089,3.626992251127701,0.04016663799215,0.0382363640932137,8.973222241338567,8.97268831136199
2018090901:3600:1,2,0,2,3,2,209.0974999999999,195.13875000000027,34.35,12.0,1,3,1,1,0,0,1,4,4,right,5,4,3,2,-0.0600000000000022,-2,-2,0.0,0.0183876811594202,0.019138239519495,0.0208691341705221,3.402707048190065,0.043042121498344,0.0358719116526061,8.976087710278698,8.984626323577455
2018090901:4896:1,2,0,4,2,1,178.5293499999999,147.9411499999999,28.13,11.279999999999998,1,2,2,1,0,0,1,4,4,right,4,5,2,3,-2.870000000000001,-2,-2,0.0,0.0188281324642293,0.0197196743866085,0.0211764705882352,4.488271180803992,0.0504118790551805,0.0473161118458252,8.96639208062988,8.972962221802385
2018090901:5211:1,2,0,3,2,2,183.2428,156.99480000000003,31.32,10.990000000000002,1,3,1,1,0,0,2,3,4,right,4,5,3,2,-0.7899999999999991,-1,-3,0.0,0.0202222390706992,0.0181651906045437,0.0208691341705221,4.127525242874285,0.0491151630514268,0.044587464043395,8.967256557965715,8.968151811397576
2018090901:5369:1,2,0,1,5,0,219.7922,218.53330000000005,22.64,13.769999999999996,1,3,1,1,0,0,1,3,4,left,4,4,3,2,-0.9899999999999984,-1,-2,0.0,0.0187368421052631,0.0197507528359399,0.0,2.544234677278016,0.0363980159441508,0.0274557698986836,7.977251240034906,7.981696153400877
2018090903:382:1,3,0,4,2,1,99.2844500000002,63.72144999999999,24.3,7.310000000000002,1,3,1,1,0,0,2,5,3,left,4,6,3,2,5.710000000000001,-1,-4,0.0,0.0182053266988569,0.0206923890063424,0.0214285714285714,10.341886444831372,0.1007207070190747,0.1098531185338689,9.929495505086647,9.905840184113826
2018090903:791:1,2,0,3,2,2,200.90619999999996,193.2981999999999,31.97,12.569999999999991,1,3,1,1,0,0,2,4,3,right,4,5,2,3,0.25,-2,-2,0.0,0.0180237689318092,0.0196022727272727,0.0211794019933554,3.409240230897134,0.0447970246811696,0.0362134774146888,8.975112764066017,8.984479938250848
2018090903:813:1,4,0,2,2,2,251.0590000000001,167.44934999999998,34.62,13.100000000000009,1,3,1,1,0,0,2,5,3,left,6,4,3,2,0.7600000000000051,-3,-2,0.0,0.0183455882352941,0.0196602624179943,0.0211794019933554,3.302491171210877,0.0398312747202848,0.0358317306098829,9.976101235167828,9.976112179593413
2018090903:837:1,2,0,3,3,1,192.0005999999997,172.91949999999986,27.65,13.519999999999996,1,3,1,1,0,0,2,4,3,left,5,4,3,2,-1.3499999999999943,-2,-2,0.0,0.0180237689318092,0.0200449260042283,0.0214285714285714,3.8110218916894887,0.0468748535160828,0.0404812644033784,8.973958414713287,8.982650886684267
2018090903:878:1,2,0,3,4,0,191.81840000000005,124.86874999999996,26.32,10.93,1,3,1,1,0,0,2,4,3,right,4,5,3,2,-1.1799999999999995,-1,-3,0.0,0.0180237689318092,0.0203908373603141,0.0,5.277541418489416,0.046919377911608,0.0560588618048951,8.963507150513193,8.951949547024375
