id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine
2018090600:1085:1,2,1,1,2,2,251.5260000000001,217.5158,33.83,15.079999999999998,1,3,1,1,0,0,2,3,3,left,3,5,2,3,-0.0900000000000034,-1,-2,0.0208333333333333,0.0179611650485436,0.0187096088435374,0.021234772978959,2.5331493160496845,0.0318058570485754,0.0275842030785809,7.984097071475713,7.98620789846071
2018090600:2094:1,3,0,1,2,2,213.48374999999984,212.1359500000003,36.2,11.909999999999997,1,3,1,1,0,0,2,3,3,left,4,4,3,2,0.4199999999999946,-1,-2,0.0,0.0188775510204081,0.0196875,0.021234772978959,2.11185327145163,0.0374735781997459,0.0235697909760226,7.976579013625159,7.981144167219182
2018090600:3904:1,1,1,2,3,1,286.3958999999998,248.0309999999998,31.24,17.819999999999993,1,3,1,1,0,0,2,3,3,right,4,4,3,2,-2.2600000000000016,-1,-2,0.0209302325581395,0.0180758206195099,0.0202180232558139,0.0211904761904761,2.596449637343721,0.0279333607778603,0.0282222786667795,7.98603331961107,7.983872983618983
2018090600:3979:1,1,1,2,3,1,308.6429999999999,258.2076,32.31,18.599999999999994,1,3,1,1,0,0,2,3,3,right,4,4,3,2,-0.9600000000000009,-1,-2,0.0209302325581395,0.0180758206195099,0.0202180232558139,0.0211904761904761,2.494117136753527,0.0259199139458857,0.0271099688777557,7.987040043027057,7.988381441909533
2018090900:646:1,3,1,2,2,2,290.39504999999986,273.61115000000007,31.55,15.36,1,3,1,1,0,0,2,4,4,right,6,4,3,2,0.990000000000002,-3,-2,0.01875,0.016164112526081,0.0206439393939393,0.0199124778237729,2.514517409104124,0.0344358486826824,0.0255837527089082,9.97933849079039,9.97807106910665
2018090900:1204:1,1,1,1,3,2,332.70915,312.0721999999999,35.96,15.22,1,3,1,1,0,0,2,3,3,right,5,3,3,2,-0.3200000000000003,-2,-1,0.0210344827586206,0.0173451327433628,0.0197900882688036,0.0207425548589341,2.089260113525012,0.0240450255125234,0.0224307067402992,7.984971859054672,7.983978066614072
2018090900:1316:1,2,1,1,2,2,273.9195,242.71245,33.89,14.619999999999996,1,3,1,1,0,0,2,3,3,left,5,3,4,1,0.6700000000000017,-1,-2,0.0204545454545454,0.0166371681415929,0.0197916666666666,0.0199124778237729,2.3278575120476925,0.029205660787202,0.0247206107474091,8.985397169606399,8.98351959283506
2018090900:2440:1,2,3,1,2,1,743.5977,520.2412,34.7,33.35,1,3,1,1,0,0,2,4,3,right,4,5,3,2,-3.3600000000000065,-1,-3,0.0199221144024514,0.0166371681415929,0.0193001618122977,0.0192631578947368,1.2840197969710971,0.0121033187703512,0.0134552972736492,8.991931120819766,8.988466888051159
2018090900:2594:1,1,1,2,4,2,323.58059999999983,323.36749999999995,33.56,19.239999999999995,1,3,1,1,0,0,2,4,4,right,3,7,2,3,0.5899999999999963,-1,-4,0.0204545454545454,0.0174199965403909,0.0184872414736004,0.0190065789473684,2.7893959658902028,0.0309042013025502,0.0278321105244033,9.984547899348724,9.987630173100266
2018090900:2845:1,5,1,0,2,2,317.53035,302.0648500000001,34.57,17.21,1,3,1,1,0,0,2,4,4,right,5,5,3,2,0.3900000000000005,-2,-3,0.01875,0.0,0.0206439393939393,0.0199124778237729,1.496367419115464,0.0314930525538739,0.0165527369371179,9.984253473723063,9.986757810450303
2018090900:2955:1,2,1,2,3,1,245.71595,245.71595,26.78,17.119999999999997,1,2,2,1,0,0,3,4,2,left,5,4,3,2,-0.1199999999999974,-2,-2,0.0204545454545454,0.0172020792164275,0.0196630723692159,0.0192631578947368,2.7552138963709925,0.0366276588882406,0.0284881791352982,8.979651300617643,8.979651300617643
2018090900:2977:1,5,1,2,2,1,286.93039999999985,286.93039999999985,31.41,18.32,1,3,1,1,0,0,2,6,3,left,8,3,3,2,0.2700000000000031,-5,-1,0.0204545454545454,0.0172205284552845,0.020048245614035,0.0205617977528089,2.0039703008116265,0.0383368231459615,0.0209109944432517,10.986059337037831,10.986059337037831
2018090900:3161:1,1,1,1,2,3,462.9500000000002,462.9500000000002,37.86,20.960000000000008,1,2,2,1,0,0,2,4,2,right,3,5,3,2,2.3400000000000034,0,-3,0.0204545454545454,0.0166371681415929,0.0190423667663127,0.0185933827286663,1.496921913813586,0.0172804838535478,0.0151204233718544,7.989199697591532,7.989199697591532
2018090900:3342:1,2,0,1,4,2,338.48025,326.64270000000005,32.94,14.02000000000001,1,3,1,1,0,0,2,4,3,right,5,4,3,2,-0.3100000000000023,-2,-2,0.0,0.0166371681415929,0.0193318996035117,0.0199124778237729,2.057293795330494,0.0265894391179396,0.0214301437013593,8.982273707254707,8.987754203599224
2018090900:3748:1,3,2,1,2,2,429.3331,309.6894999999999,33.33,19.340000000000003,1,3,1,1,0,0,2,4,4,left,6,4,3,2,2.6000000000000014,-3,-2,0.0192137096774193,0.0177669902912621,0.019991134751773,0.0213920099875156,2.0665860482838463,0.0232919381245005,0.0226032849031045,9.9860248371253,9.98062575579734
2018090900:3784:1,2,1,1,3,2,392.7172000000001,352.74615000000006,36.96,15.009999999999998,1,3,1,1,0,0,2,4,3,right,4,5,2,3,0.509999999999998,-2,-2,0.01875,0.0177669902912621,0.01926682410478,0.0213920099875156,1.851189587753119,0.0229172544518039,0.0198442987967409,8.984721830365464,8.988660400687577
2018090900:4260:1,2,1,1,4,1,303.38755,286.59485000000006,30.380000000000003,15.04,1,3,1,1,0,0,2,4,3,right,4,5,2,3,1.4599999999999935,-2,-2,0.0196774193548387,0.018076923076923,0.0197738187954309,0.0210227272727272,2.27847778841804,0.0296650274541588,0.0244247236124445,8.983519429192134,8.982553768848254
2018090900:4303:1,2,1,2,2,2,343.0830000000001,281.41475,34.27,17.21,1,3,1,1,0,0,2,4,3,left,5,4,3,2,1.1799999999999995,-2,-2,0.01875,0.0188771712158808,0.0190615264797507,0.0216224747474747,2.3204185281688323,0.0262327191962294,0.0248743180661283,8.982511520535848,8.975125681933871
2018090900:4503:1,1,1,2,3,2,310.8687,300.86485,34.57,14.550000000000004,1,3,1,1,0,0,2,4,3,right,4,5,2,3,0.1799999999999997,-2,-2,0.0196774193548387,0.0176420651420651,0.0189576843198338,0.0216224747474747,2.539346154926373,0.0289511295283185,0.0265900120934698,9.983916039150934,9.986704993953266
2018090900:4527:1,2,1,1,3,2,307.7270499999999,283.58860000000004,34.02,15.220000000000006,1,3,1,1,0,0,2,4,3,right,4,5,3,2,-0.0499999999999971,-1,-3,0.0196774193548387,0.018076923076923,0.0189576843198338,0.0216224747474747,2.302631346958234,0.0292466976822479,0.0246836438418187,9.980502201545168,9.985895060661818
2018090900:4551:1,2,1,1,3,2,334.35305000000005,299.8208499999999,34.43000000000001,16.93,1,3,1,1,0,0,2,4,3,right,5,4,3,2,1.0499999999999972,-2,-2,0.01875,0.018076923076923,0.01926682410478,0.0216224747474747,2.17796727612506,0.0269176548561468,0.0233472755480481,9.979064046222996,9.983323374608537
