id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine
2018090600:190:1,1,0,2,3,1,189.1696000000001,165.05520000000007,26.42,12.909999999999997,1,3,1,1,0,0,3,1,3,right,2,5,2,3,-3.1100000000000065,0,-2,0.0,0.0201196085538238,0.0211929428855417,0.0204545454545454,3.192871233381316,0.0370038314824369,0.0363514751428612,6.97356869179826,6.969707104047616
2018090600:492:1,0,1,2,4,0,145.61534999999992,145.61534999999992,19.61,13.82,1,2,2,1,0,0,3,2,2,right,4,3,2,3,-2.5799999999999983,-2,0,0.0202272727272727,0.019319360414866,0.0196140417985432,0.0,4.505019560094457,0.0480718550619835,0.0480718550619835,6.97253036853601,6.97253036853601
2018090600:889:1,0,1,3,2,1,196.79850000000005,196.79850000000005,28.74,13.599999999999994,1,2,1,1,1,0,2,3,2,right,3,4,2,3,-0.2500000000000035,-1,-1,0.0202272727272727,0.0183480206859766,0.0195557029177718,0.0204545454545454,3.409578833172,0.0355693767991117,0.0355693767991117,6.979674641829079,6.979674641829079
2018090600:992:1,0,0,4,3,0,107.08859999999994,107.08859999999994,22.12,10.579999999999991,1,2,2,1,0,0,2,3,2,right,3,4,1,4,-4.829999999999998,-2,0,0.0,0.0188651277351866,0.020220007382798,0.0,6.20047325298865,0.0653664348959646,0.0653664348959646,6.96264775148802,6.96264775148802
2018090600:1037:1,2,1,2,2,0,154.20594999999994,142.05489999999986,19.93,14.930000000000009,1,3,1,1,0,0,2,2,3,left,4,3,3,2,-0.5599999999999952,-1,-1,0.0208333333333333,0.0187096088435374,0.021234772978959,0.0,3.153710290880501,0.0453938385645949,0.0351976594964341,6.974060663677374,6.97888140430214
2018090600:1473:1,0,1,2,4,0,132.22320000000002,132.22320000000002,21.53,11.430000000000009,1,3,1,1,0,0,3,2,2,right,4,3,3,2,-2.7499999999999964,-1,-1,0.0205617977528089,0.0184835694905034,0.0199483060043404,0.0,4.961307849152039,0.0529407849757077,0.0529407849757077,6.954622184306536,6.954622184306536
2018090600:1568:1,0,0,1,6,0,162.57649999999984,162.57649999999984,22.58,12.450000000000005,1,3,1,1,0,0,3,1,3,right,3,4,1,4,-1.150000000000002,-2,0,0.0,0.0202272727272727,0.0202225063529522,0.0,3.899702601544508,0.0430566533293557,0.0430566533293557,6.975396198097511,6.975396198097511
2018090600:1869:1,0,1,2,4,0,194.66789999999995,194.66789999999995,25.32,13.309999999999995,1,3,1,1,0,0,2,2,3,left,3,4,2,3,-1.599999999999998,-1,-1,0.0202272727272727,0.0176833213515456,0.0208708801846841,0.0,3.3338829873851834,0.0359586762892084,0.0359586762892084,6.974315231221994,6.974315231221994
2018090600:1916:1,0,0,1,5,1,141.17844999999994,141.17844999999994,29.12,8.11,1,3,1,1,0,0,3,1,3,right,3,4,2,3,0.8200000000000074,-1,-1,0.0,0.0172897196261682,0.0207636091528545,0.0204545454545454,4.490770368990454,0.0495826381434277,0.0495826381434277,6.957500595877062,6.957500595877062
2018090600:2305:1,1,1,3,3,0,154.68595,154.68595,18.950000000000003,15.589999999999996,1,2,2,1,0,0,2,3,3,left,3,5,3,2,-0.5600000000000023,0,-3,0.0208333333333333,0.018343064086476,0.0203370708748615,0.0,4.24085057498758,0.0517176899388729,0.0452529786965138,7.974141155030564,7.974141155030564
2018090600:2360:1,0,1,3,3,0,157.4369000000001,157.4369000000001,21.17,13.82,1,2,2,1,0,0,2,3,2,left,3,4,3,2,-3.990000000000002,0,-2,0.0208333333333333,0.0186741298461132,0.020220007382798,0.0,4.179452212283142,0.0444622575774802,0.0444622575774802,6.968241244587514,6.968241244587514
2018090600:3004:1,1,0,1,5,0,169.18899999999996,145.18599999999986,23.98,11.689999999999998,1,3,1,1,0,0,3,1,3,right,2,5,1,4,0.0699999999999967,-1,-1,0.0,0.0202272727272727,0.0208090636983091,0.0,3.629826567299881,0.0413738481816193,0.041326298678936,6.970447251298843,6.972449134214043
2018090600:3095:1,2,0,2,4,0,192.2276499999998,189.7569,24.12,14.72999999999999,1,3,1,1,0,0,2,3,3,right,3,5,2,3,-1.0499999999999972,-1,-2,0.0,0.0194456988033416,0.0204611364894795,0.0,2.8404764200932884,0.0416173219617469,0.0316194035631905,7.973989173773909,7.97892039762454
2018090600:3181:1,0,0,3,4,0,166.93609999999998,166.93609999999998,24.18,11.65,1,2,2,1,0,0,3,2,2,right,3,4,2,3,-4.789999999999999,-1,-1,0.0,0.0193595967020833,0.0198108426612319,0.0,3.92964733212289,0.0419322123854576,0.0419322123854576,6.976038735779738,6.976038735779738
2018090600:3257:1,1,0,2,3,1,143.26929999999965,110.10754999999996,27.49,7.72999999999999,1,3,1,1,0,0,2,3,2,left,3,4,2,3,1.4999999999999964,-1,-1,0.0,0.0187584961767204,0.019402962628769,0.0210344827586206,5.14951063755392,0.0488590367929487,0.0544921760587716,6.965100688005037,6.954589853284357
2018090600:3481:1,0,0,2,4,1,143.37175000000008,143.37175000000008,27.72,11.240000000000002,1,2,2,1,0,0,2,2,3,right,3,4,2,3,-2.6899999999999977,-1,-1,0.0,0.0194456988033416,0.0197111364894795,0.0211904761904761,4.491819343768906,0.0488241233018359,0.0488241233018359,6.972100500970379,6.972100500970379
2018090600:3507:1,0,0,3,2,2,102.44010000000006,102.44010000000006,29.84,6.120000000000001,1,2,2,1,0,0,3,2,2,right,2,5,1,4,1.099999999999998,-1,-1,0.0,0.0186428134853,0.0199523460410557,0.020744514106583,6.403742284515533,0.0683326158408669,0.0683326158408669,6.931667384159133,6.931667384159133
2018090600:3626:1,2,0,2,4,0,154.37784999999994,147.44339999999994,24.25,11.990000000000002,1,2,2,1,0,0,2,3,3,right,5,3,3,2,-5.870000000000001,-2,-1,0.0,0.0195119047619047,0.0197990033222591,0.0,3.6692045896934022,0.0518209056545353,0.0406935814014055,7.961134320759099,7.959306418598595
2018090600:3678:1,1,0,4,3,0,147.50795,139.93569999999997,23.01,14.219999999999995,1,3,1,1,0,0,2,3,3,right,3,5,2,3,-2.060000000000006,-1,-2,0.0,0.0194788017826231,0.019516196013289,0.0,4.602113685071073,0.0542343649952426,0.050022974837729,7.966103521877973,7.971415442949869
2018090600:3844:1,0,4,1,2,0,104.43410000000004,104.43410000000004,31.340000000000003,6.409999999999997,1,3,1,1,0,0,3,1,3,right,4,3,3,2,-9.220000000000006,-1,-1,0.0204320613302034,0.0172897196261682,0.0212721729490022,0.0,6.07081403487941,0.0670279152116023,0.0670279152116023,6.952122917705998,6.952122917705998
