id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine
2018090600:1423:1,0,1,3,3,0,172.99939999999995,172.99939999999995,23.47,13.759999999999998,1,1,3,1,0,0,2,3,2,right,3,4,2,3,-3.0,-1,-1,0.0202272727272727,0.0183480206859766,0.0198553170966964,0.0,3.8786261686456727,0.0404625680782708,0.0404625680782708,6.976878532526702,6.976878532526702
2018090600:2450:1,3,1,1,1,1,197.5776,170.61234999999996,25.090000000000003,15.04,1,1,3,1,0,0,2,3,2,right,4,3,3,2,-2.9100000000000072,-1,-1,0.0202272727272727,0.0172897196261682,0.0210344827586206,0.0204545454545454,2.168658951125168,0.0354291174708064,0.0234449616337856,6.974693487520852,6.982416278774661
2018090600:2624:1,0,1,2,2,2,251.51580000000007,251.51580000000007,33.84,15.580000000000004,1,2,2,1,0,0,2,3,2,right,3,4,2,3,0.5,-1,-1,0.0209302325581395,0.0180758206195099,0.0193108974358974,0.021234772978959,2.59228247291025,0.0278312535435149,0.0278312535435149,6.988072319909922,6.988072319909922
2018090600:2648:1,0,1,3,1,2,221.1129999999999,221.1129999999999,32.5,14.389999999999992,1,2,2,1,0,0,2,3,2,right,3,4,3,2,-1.2800000000000011,0,-2,0.0209302325581395,0.0179800342591604,0.0208333333333333,0.021234772978959,2.948718528535185,0.0316580210118808,0.0316580210118808,6.986432276709194,6.986432276709194
2018090600:2693:1,0,1,2,3,1,184.3350000000001,184.3350000000001,29.31,13.68,1,2,2,1,0,0,2,2,3,right,3,4,2,3,-1.6500000000000057,-1,-1,0.0208333333333333,0.0180758206195099,0.020250322997416,0.0211904761904761,3.493639298017196,0.037974340195839,0.037974340195839,6.9783003770309495,6.9783003770309495
2018090600:2736:1,1,1,2,3,1,188.78309999999996,177.65489999999994,23.87,15.209999999999994,1,2,2,1,0,0,2,3,3,right,4,4,2,3,-0.2199999999999917,-2,-1,0.0209302325581395,0.0182514158576051,0.0201009597637504,0.0211904761904761,3.625005558529488,0.042376674606996,0.0394022343318422,7.973514578370628,7.977484437524661
2018090900:1385:1,0,1,2,3,1,195.8889,195.8889,26.76,13.810000000000002,1,2,2,1,0,0,2,3,2,right,4,3,3,2,-2.140000000000001,-1,-1,0.0205617977528089,0.0170058997050147,0.0199829163950877,0.0206896551724137,3.450935708965644,0.0357345413650288,0.0357345413650288,6.974475327596408,6.974475327596408
2018090900:1823:1,1,1,3,2,2,293.3403,263.7181999999999,34.02,15.529999999999998,1,2,2,1,0,0,3,4,2,right,5,4,2,3,1.1999999999999955,-3,-1,0.01875,0.0179769019195599,0.0181572937482158,0.0199124778237729,3.029749179237536,0.0306810895059424,0.0303354110561956,8.982954950274477,8.984832294471902
2018090900:3607:1,1,1,2,2,1,250.92100000000005,227.49925,29.08,17.259999999999998,1,1,3,1,0,0,2,3,2,right,3,4,1,4,-2.210000000000001,-2,0,0.0210344827586206,0.0193403048169985,0.0190702936444086,0.0206896551724137,2.483524670960454,0.0278972266171424,0.026373713319934,6.984058727647347,6.986813143340033
2018090901:339:1,0,1,3,2,1,217.68075,217.68075,23.47,18.48,1,1,2,1,1,0,2,3,2,right,4,3,4,1,0.980000000000004,0,-2,0.0202247191011235,0.0169007591219966,0.0186467715680954,0.0206896551724137,3.2249061986418184,0.0321571843169412,0.0321571843169412,6.981624466104605,6.981624466104605
