id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine
2018090600:75:1,0,1,3,2,1,194.31095000000005,194.31095000000005,22.96,15.25,1,2,1,1,1,0,3,2,2,left,3,4,3,2,-0.6300000000000026,0,-2,0.0202272727272727,0.0186428134853,0.020065982404692,0.0210344827586206,3.3760320764218377,0.036024732522794,0.036024732522794,6.974268048198004,6.974268048198004
2018090600:146:1,0,1,3,2,1,204.17725000000007,204.17725000000007,29.22,12.57,1,3,1,1,0,0,2,2,3,right,3,4,2,3,-1.150000000000002,-1,-1,0.0202272727272727,0.0192279052912743,0.0203559510567297,0.0204545454545454,3.1786107414023834,0.0342839371183616,0.0342839371183616,6.975511473486884,6.975511473486884
2018090600:168:1,0,1,2,2,2,277.65495,277.65495,33.67,15.21,1,2,1,2,0,0,2,2,3,left,5,2,4,1,0.7100000000000009,-1,-1,0.0202272727272727,0.0176833213515456,0.0209972462627852,0.020744514106583,2.33743356637438,0.0252111478653631,0.0252111478653631,6.985593629791221,6.985593629791221
2018090600:1061:1,0,1,2,2,2,218.86464999999984,218.86464999999984,37.49,14.46,1,3,1,1,0,0,2,2,3,left,3,4,3,2,-0.3699999999999974,0,-2,0.0208333333333333,0.0180758206195099,0.0187096088435374,0.021234772978959,2.9972862223296475,0.0319832371285175,0.0319832371285175,6.977154830622488,6.977154830622488
2018090600:1546:1,1,1,2,1,2,244.93380000000013,206.80189999999988,33.71,14.16000000000001,1,3,0,2,0,0,2,2,3,left,5,2,3,2,1.240000000000002,-2,0,0.0196774193548387,0.0176833213515456,0.0223170731707317,0.020744514106583,2.7127410338106195,0.0285791507746174,0.0290132730888836,6.979586320875273,6.980657817940744
2018090600:1750:1,0,1,2,2,2,217.44685000000004,217.44685000000004,33.190000000000005,14.570000000000007,1,3,1,1,0,0,2,2,3,right,3,4,3,2,-0.6000000000000085,0,-2,0.0208333333333333,0.0180758206195099,0.0187096088435374,0.021234772978959,3.016829169978778,0.0321917746796516,0.0321917746796516,6.9862035251372925,6.9862035251372925
2018090600:1779:1,0,1,2,2,2,247.40180000000004,247.40180000000004,37.580000000000005,14.700000000000005,1,3,1,1,0,0,2,2,3,right,3,4,3,2,-0.3500000000000085,0,-2,0.0208333333333333,0.0180758206195099,0.0187096088435374,0.021234772978959,2.651557102656488,0.0282940544490783,0.0282940544490783,6.987873976664681,6.987873976664681
2018090600:1801:1,0,1,1,4,1,219.77040000000005,219.77040000000005,29.450000000000003,15.159999999999997,1,3,1,1,0,0,2,2,3,right,3,4,3,2,-0.0399999999999991,0,-2,0.0188775510204081,0.0179611650485436,0.0197111364894795,0.0211904761904761,2.984933366822829,0.031851423121585,0.031851423121585,6.98634939009075,6.98634939009075
2018090600:1940:1,0,1,1,3,2,291.19625000000013,291.19625000000013,34.35,14.46,1,3,1,1,0,0,3,1,3,right,4,3,3,2,2.3399999999999963,-1,-1,0.0205617977528089,0.0202272727272727,0.0197614040505795,0.020744514106583,2.1772258399618805,0.02403877110368,0.02403877110368,6.982829449211657,6.982829449211657
2018090600:2055:1,0,1,2,3,1,242.36669999999992,242.36669999999992,30.05,16.80000000000001,1,3,1,1,0,0,2,2,3,right,3,4,2,3,-0.1099999999999958,-1,-1,0.0208333333333333,0.0184193580344759,0.0193370708748615,0.0211904761904761,2.7066424554198254,0.0288818554694188,0.0288818554694188,6.987622061941678,6.987622061941678
2018090600:2382:1,2,0,2,2,2,217.8367999999998,189.15345000000008,40.82000000000001,9.999999999999991,1,3,1,1,0,0,2,3,3,left,3,5,2,3,0.1999999999999886,-1,-2,0.0,0.0193972491909385,0.0187096088435374,0.021234772978959,2.9129788539410715,0.0367247407233305,0.0317202779013546,7.972456444457502,7.968279722098646
2018090600:2474:1,1,1,2,2,1,233.31110000000007,216.14360000000005,27.340000000000003,15.630000000000004,1,3,1,1,0,0,2,2,3,left,4,3,3,2,-0.8100000000000023,-1,-1,0.0196774193548387,0.0187584961767204,0.0213858093126385,0.0210344827586206,2.521471836316226,0.0300028588438355,0.027759322968619,6.9785693865401175,6.981493784687587
2018090600:2503:1,0,1,2,2,2,240.30520000000013,240.30520000000013,33.160000000000004,12.689999999999998,1,3,1,1,0,0,3,1,3,right,4,3,3,2,2.449999999999996,-1,-1,0.0202272727272727,0.0184835694905034,0.0214394354617703,0.020744514106583,2.638311613731204,0.0291296234954549,0.0291296234954549,6.97503175128961,6.97503175128961
