,playerId,playId,meanDistance,meanDistanceAfterPass,numberPlayers5yds,numberPlayers5ydsAfterPass,areaDifference,numberPlayersDeep,numberPlayersDeepDifference,numberPlayersUnderneath,densityDifference,heightDifference,widthDifference,cluster,homeScore,visitorScore,down,quarter,yardsToGo,yardsToEndZone,gameClock,defenseValoration
0,71251.0,2018093006:2225:4,"10,568906983060762","11,79157083099108","0,0","0,0","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
1,89756.0,2018093006:2225:4,"10,94610512237272","4,581271820046073","0,2647058823529412","0,8","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
2,494287.0,2018093006:2225:4,"31,074777550236817","19,61159373145393","0,0","0,0","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
3,2533062.0,2018093006:2225:4,"22,64491102594889","19,28842800572256","0,0","0,0","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
4,2541243.0,2018093006:2225:4,"24,893453817257363","14,407899257805235","0,0","0,0","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
5,2543699.0,2018093006:2225:4,"11,761911987863144","2,608990782671584","0,0588235294117647","1,0","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
6,2556571.0,2018093006:2225:4,"11,027132081629546","4,255269929789256","0,0","0,8","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
7,2560754.0,2018093006:2225:4,"13,751398446245934","8,85417986659588","0,0","0,0","44,67445000000009",5,0,3,"0,1790732734258616","5,270000000000003","-41,73","2,0","24,0","0,0",3,2,1,"66,0",00:07:00,0
8,2506789.0,2018101500:3701:6,"6,174919118118194","3,838698668208655","0,5909090909090909","0,68","-22,825949999999978",0,0,4,"-0,1752391466729754","0,4499999999999957","-11,650000000000013","1,0","30,0","30,0",3,4,3,"46,0",01:13:00,1
9,2556480.0,2018101500:3701:6,"4,814886503136908","1,6746907713414856","0,8636363636363636","1,28","-22,825949999999978",0,0,4,"-0,1752391466729754","0,4499999999999957","-11,650000000000013","1,0","30,0","30,0",3,4,3,"46,0",01:13:00,1
10,2557996.0,2018101500:3701:6,"5,96020016616426","1,659592461557539","0,3181818181818182","1,0","-22,825949999999978",0,0,4,"-0,1752391466729754","0,4499999999999957","-11,650000000000013","1,0","30,0","30,0",3,4,3,"46,0",01:13:00,1
11,2560755.0,2018101500:3701:6,"1,275225331284073","2,1361677548654403","2,0","1,28","-22,825949999999978",0,0,4,"-0,1752391466729754","0,4499999999999957","-11,650000000000013","1,0","30,0","30,0",3,4,3,"46,0",01:13:00,1
12,2532875.0,2018122300:3525:16,"6,795370223094281","3,337058839495972","0,3","1,875","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
13,2535687.0,2018122300:3525:16,"9,055968215806576","4,3195240026964425","0,0","0,75","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
14,2539338.0,2018122300:3525:16,"10,636062541065238","15,313955952591892","0,0","0,0","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
15,2543738.0,2018122300:3525:16,"4,101037795606861","4,363728479404154","0,9","1,25","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
16,2553822.0,2018122300:3525:16,"6,635395800377319","6,042365655627317","0,4333333333333333","0,0","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
17,2555522.0,2018122300:3525:16,"7,58639999398205","12,52224143337878","0,2333333333333333","0,0","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
18,2561001.0,2018122300:3525:16,"2,639355561358529","5,29259312385225","1,9","0,0","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
19,2561318.0,2018122300:3525:16,"7,625426249671537","7,724086900586098","0,0","0,0","47,6403999999998",3,3,5,"0,1679247025633712","-1,3700000000000043","-26,010000000000005","1,0","21,0","27,0",3,4,5,"69,0",07:19:00,0
20,2539982.0,2018121700:852:15,"5,28788638738586","7,091265228069531","0,4","0,0","56,88294999999988",1,0,5,"0,1054797615102594","3,42","-26,880000000000003","1,0","7,0","3,0",3,1,1,"76,0",00:57:00,1
21,2552484.0,2018121700:852:15,"4,079455615275309","2,3062143585617747","0,64","1,0","56,88294999999988",1,0,5,"0,1054797615102594","3,42","-26,880000000000003","1,0","7,0","3,0",3,1,1,"76,0",00:57:00,1
22,2555277.0,2018121700:852:15,"3,132493396191584","0,4546272928905505","1,08","1,0","56,88294999999988",1,0,5,"0,1054797615102594","3,42","-26,880000000000003","1,0","7,0","3,0",3,1,1,"76,0",00:57:00,1
23,2555530.0,2018121700:852:15,"1,7169952188416595","0,7401929889266263","1,16","1,0","56,88294999999988",1,0,5,"0,1054797615102594","3,42","-26,880000000000003","1,0","7,0","3,0",3,1,1,"76,0",00:57:00,1
24,2558061.0,2018121700:852:15,"1,252768189995958","1,2763314843224616","2,24","1,0","56,88294999999988",1,0,5,"0,1054797615102594","3,42","-26,880000000000003","1,0","7,0","3,0",3,1,1,"76,0",00:57:00,1
25,2558847.0,2018121700:852:15,"16,011850042987945","10,669339002569997","0,0","0,0","56,88294999999988",1,0,5,"0,1054797615102594","3,42","-26,880000000000003","1,0","7,0","3,0",3,1,1,"76,0",00:57:00,1
26,496735.0,2018102500:273:8,"6,488446794887398","4,497564030548587","0,0","0,6666666666666666","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
27,2495872.0,2018102500:273:8,"7,246423833523068","8,94992705881346","0,0","0,0","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
28,2533049.0,2018102500:273:8,"4,739869646028018","5,2253336197485565","1,0","0,1666666666666666","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
29,2540180.0,2018102500:273:8,"3,7166550067619104","1,8552875172023988","2,0","2,833333333333333","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
30,2552490.0,2018102500:273:8,"9,172653712064047","9,886728412135488","0,0","0,0","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
31,2558094.0,2018102500:273:8,"7,971668033637513","8,593481766872491","0,0","0,0","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
32,2558853.0,2018102500:273:8,"19,38315439274901","22,240547173821685","0,0","0,0","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
33,2560714.0,2018102500:273:8,"6,005744363593611","4,140514721162343","0,0","1,0","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
34,2560851.0,2018102500:273:8,"15,515118234749597","15,186316053385475","0,0","0,0","79,64809999999991",2,1,7,"0,112997045755015","2,6200000000000045","-28,25999999999999","1,0","0,0","0,0",3,1,11,"48,0",11:35:00,1
